file	type	path_id	name
input/freefire-assets/assets/bin/Data/level36	GameObject	288	StaticCollider (3)
input/freefire-assets/assets/bin/Data/level36	GameObject	289	StaticCollider (3)
input/freefire-assets/assets/bin/Data/level36	GameObject	290	StaticCollider (3)
input/freefire-assets/assets/bin/Data/level36	GameObject	291	StaticCollider (3)
input/freefire-assets/assets/bin/Data/level36	GameObject	292	StaticCollider (3)
input/freefire-assets/assets/bin/Data/level36	GameObject	293	StaticCollider (3)
input/freefire-assets/assets/bin/Data/afa22b8caaea6734c8d1c8df4f074474	GameObject	55	PlayerBG
input/freefire-assets/assets/bin/Data/afa22b8caaea6734c8d1c8df4f074474	GameObject	58	HeadPortrait 
input/freefire-assets/assets/bin/Data/afa22b8caaea6734c8d1c8df4f074474	GameObject	97	HeadIcon
input/freefire-assets/assets/bin/Data/level46	GameObject	40	LevelDynamicCollider1021 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	54	LevelDynamicCollider1025 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	59	LevelDynamicCollider1003 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	99	LevelDynamicCollider1039 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	102	LevelDynamicCollider1007 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	104	LevelDynamicCollider1005 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	128	LevelDynamicCollider1023 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	175	LevelDynamicCollider1014 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	195	LevelDynamicCollider1006 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	295	LevelDynamicCollider1011 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	318	PlayerSpawnPoint_Group2
input/freefire-assets/assets/bin/Data/level46	GameObject	321	LevelDynamicCollider1026 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	342	LevelDynamicCollider1037 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	350	LevelDynamicCollider1024 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	360	LevelDynamicCollider1044 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	405	LevelDynamicCollider1028 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	516	LevelDynamicCollider1027 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	531	LevelDynamicCollider1017 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	589	LevelDynamicCollider1041 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	663	LevelDynamicCollider1031 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	809	LevelDynamicCollider1020 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	814	LevelDynamicCollider1032 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	843	LevelDynamicCollider1035 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	855	PlayerSpawnPoint
input/freefire-assets/assets/bin/Data/level46	GameObject	889	LevelDynamicCollider1038 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	899	LevelDynamicCollider1019 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	948	LevelDynamicCollider1013 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1009	LevelDynamicCollider1018 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1122	LevelDynamicCollider1010 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1130	LevelDynamicCollider1004 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1154	LevelDynamicCollider1040 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1156	LevelDynamicCollider1034 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1169	LevelDynamicCollider1029 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1182	LevelDynamicCollider1022 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1302	LevelDynamicCollider1042 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1387	LevelDynamicCollider1009 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1443	LevelDynamicCollider1036 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1445	LevelDynamicCollider1043 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1568	LevelDynamicCollider1033 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1601	LevelDynamicCollider1015 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1606	LevelDynamicCollider1008 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1616	LevelDynamicCollider1030 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1647	LevelDynamicCollider1016 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1693	LevelDynamicCollider1012 (Missing Prefab with guid: 677371789e4063745ac6e05bac82f902)
input/freefire-assets/assets/bin/Data/level46	GameObject	1718	IIV_GP_StoneLamp001_Collider014
input/freefire-assets/assets/bin/Data/level46	GameObject	1721	IIV_GP_Foundation001_Collider077
input/freefire-assets/assets/bin/Data/level46	GameObject	1723	IIV_GP_StoneLamp001_Collider015
input/freefire-assets/assets/bin/Data/level46	GameObject	1724	IIV_GP_StoneLamp001_Collider019
input/freefire-assets/assets/bin/Data/level46	GameObject	1725	IIV_GP_Flowerbeds002_Collider001
input/freefire-assets/assets/bin/Data/level46	GameObject	1726	IIV_GP_Foundation001_Collider130
input/freefire-assets/assets/bin/Data/level46	GameObject	1729	IIV_GP_WoodLamp001_Collider028
input/freefire-assets/assets/bin/Data/level46	GameObject	1731	IIV_GP_WoodLamp001_Collider017
input/freefire-assets/assets/bin/Data/level46	GameObject	1732	IIV_GP_WoodLamp001_Collider031
input/freefire-assets/assets/bin/Data/level46	GameObject	1733	IIV_GP_WoodLamp001_Collider031
input/freefire-assets/assets/bin/Data/level46	GameObject	1734	IIV_GP_WoodLamp001_Collider031
input/freefire-assets/assets/bin/Data/level46	GameObject	1736	IIV_GP_WoodLamp001_Collider050
input/freefire-assets/assets/bin/Data/level46	GameObject	1737	IIV_GP_WoodLamp001_Collider057
input/freefire-assets/assets/bin/Data/level46	GameObject	1739	IIV_GP_Foundation001_Collider124
input/freefire-assets/assets/bin/Data/level46	GameObject	1741	IIV_GP_WoodLamp001_Collider008
input/freefire-assets/assets/bin/Data/level46	GameObject	1742	IIV_GP_WoodLamp001_Collider008
input/freefire-assets/assets/bin/Data/level46	GameObject	1743	IIV_GP_WoodLamp001_Collider008
input/freefire-assets/assets/bin/Data/level46	GameObject	1744	IIV_GP_Foundation001_Collider140
input/freefire-assets/assets/bin/Data/level46	GameObject	1827	IIV_GP_Foundation001_Collider083
input/freefire-assets/assets/bin/Data/level46	GameObject	1829	IIV_GP_StoneLamp001_Collider007
input/freefire-assets/assets/bin/Data/level46	GameObject	1830	IIV_GP_Flowerbeds002_Collider018
input/freefire-assets/assets/bin/Data/level46	GameObject	1831	IIV_GP_WoodLamp001_Collider026
input/freefire-assets/assets/bin/Data/level46	GameObject	1832	IIV_GP_WoodLamp001_Collider026
input/freefire-assets/assets/bin/Data/level46	GameObject	1833	IIV_GP_WoodLamp001_Collider026
input/freefire-assets/assets/bin/Data/level46	GameObject	1834	IIV_GP_WoodLamp001_Collider012
input/freefire-assets/assets/bin/Data/level46	GameObject	1835	IIV_GP_WoodLamp001_Collider012
input/freefire-assets/assets/bin/Data/level46	GameObject	1836	IIV_GP_WoodLamp001_Collider012
input/freefire-assets/assets/bin/Data/level46	GameObject	1837	IIV_GP_WoodLamp001_Collider036
input/freefire-assets/assets/bin/Data/level46	GameObject	1838	IIV_GP_WoodLamp001_Collider036
input/freefire-assets/assets/bin/Data/level46	GameObject	1839	IIV_GP_WoodLamp001_Collider036
input/freefire-assets/assets/bin/Data/level46	GameObject	1841	IIV_GP_WoodLamp001_Collider029
input/freefire-assets/assets/bin/Data/level46	GameObject	1842	IIV_GP_WoodLamp001_Collider029
input/freefire-assets/assets/bin/Data/level46	GameObject	1843	IIV_GP_WoodLamp001_Collider029
input/freefire-assets/assets/bin/Data/level46	GameObject	1845	IIV_GP_StoneLamp001_Collider008
input/freefire-assets/assets/bin/Data/level46	GameObject	1847	IIV_GP_StoneLamp001_Collider012
input/freefire-assets/assets/bin/Data/level46	GameObject	1848	IIV_GP_Foundation001_Collider080
input/freefire-assets/assets/bin/Data/level46	GameObject	1849	IIV_GP_WoodLamp001_Collider040
input/freefire-assets/assets/bin/Data/level46	GameObject	1850	IIV_GP_WoodLamp001_Collider040
input/freefire-assets/assets/bin/Data/level46	GameObject	1851	IIV_GP_WoodLamp001_Collider040
input/freefire-assets/assets/bin/Data/level46	GameObject	1852	IIV_GP_StoneLamp001_Collider026
input/freefire-assets/assets/bin/Data/level46	GameObject	1853	IIV_GP_Foundation001_Collider117
input/freefire-assets/assets/bin/Data/level46	GameObject	1854	IIV_GP_WoodLamp001_Collider037
input/freefire-assets/assets/bin/Data/level46	GameObject	1855	IIV_GP_WoodLamp001_Collider037
input/freefire-assets/assets/bin/Data/level46	GameObject	1856	IIV_GP_WoodLamp001_Collider037
input/freefire-assets/assets/bin/Data/level46	GameObject	1858	IIV_GP_WoodLamp001_Collider056
input/freefire-assets/assets/bin/Data/level46	GameObject	1862	IIV_GP_StoneLamp001_Collider030
input/freefire-assets/assets/bin/Data/level46	GameObject	1863	IIV_GP_StoneLamp001_Collider023
input/freefire-assets/assets/bin/Data/level46	GameObject	1866	IIV_GP_StoneLamp001_Collider028
input/freefire-assets/assets/bin/Data/level46	GameObject	1867	IIV_GP_StoneLamp001_Collider032
input/freefire-assets/assets/bin/Data/level46	GameObject	1869	IIV_GP_StoneLamp001_Collider016
input/freefire-assets/assets/bin/Data/level46	GameObject	1871	IIV_GP_WoodLamp001_Collider022
input/freefire-assets/assets/bin/Data/level46	GameObject	1872	IIV_GP_WoodLamp001_Collider046
input/freefire-assets/assets/bin/Data/level46	GameObject	1873	IIV_GP_Foundation001_Collider078
input/freefire-assets/assets/bin/Data/level46	GameObject	1874	IIV_GP_WoodLamp001_Collider016
input/freefire-assets/assets/bin/Data/level46	GameObject	1876	IIV_GP_WoodLamp001_Collider052
input/freefire-assets/assets/bin/Data/level46	GameObject	1877	IIV_GP_WoodLamp001_Collider052
input/freefire-assets/assets/bin/Data/level46	GameObject	1878	IIV_GP_WoodLamp001_Collider052
input/freefire-assets/assets/bin/Data/level46	GameObject	1879	IIV_GP_WoodLamp001_Collider015
input/freefire-assets/assets/bin/Data/level46	GameObject	1880	IIV_GP_StoneLamp001_Collider007
input/freefire-assets/assets/bin/Data/level46	GameObject	1881	IIV_GP_StoneLamp001_Collider020
input/freefire-assets/assets/bin/Data/level46	GameObject	1882	IIV_GP_Foundation001_Collider075
input/freefire-assets/assets/bin/Data/level46	GameObject	1883	IIV_GP_WoodLamp001_Collider006
input/freefire-assets/assets/bin/Data/level46	GameObject	1884	IIV_GP_WoodLamp001_Collider010
input/freefire-assets/assets/bin/Data/level46	GameObject	1885	IIV_GP_WoodLamp001_Collider010
input/freefire-assets/assets/bin/Data/level46	GameObject	1886	IIV_GP_WoodLamp001_Collider010
input/freefire-assets/assets/bin/Data/level46	GameObject	1887	IIV_GP_Flowerbeds002_Collider015
input/freefire-assets/assets/bin/Data/level46	GameObject	1888	IIV_GP_StoneLamp001_Collider027
input/freefire-assets/assets/bin/Data/level46	GameObject	1889	IIV_GP_WoodLamp001_Collider007
input/freefire-assets/assets/bin/Data/level46	GameObject	1890	IIV_GP_WoodLamp001_Collider007
input/freefire-assets/assets/bin/Data/level46	GameObject	1891	IIV_GP_WoodLamp001_Collider007
input/freefire-assets/assets/bin/Data/level46	GameObject	1892	IIV_GP_StoneLamp001_Collider012
input/freefire-assets/assets/bin/Data/level46	GameObject	1893	IIV_GP_StoneLamp001_Collider026
input/freefire-assets/assets/bin/Data/level46	GameObject	1894	IIV_GP_StoneLamp001_Collider064
input/freefire-assets/assets/bin/Data/level46	GameObject	1895	IIV_GP_StoneLamp001_Collider065
input/freefire-assets/assets/bin/Data/level46	GameObject	1896	IIV_GP_StoneLamp001_Collider062
input/freefire-assets/assets/bin/Data/level46	GameObject	1897	IIV_GP_StoneLamp001_Collider063
input/freefire-assets/assets/bin/Data/level46	GameObject	1900	IIV_GP_WoodLamp001_Collider055
input/freefire-assets/assets/bin/Data/level46	GameObject	1902	IIV_GP_Foundation001_Collider123
input/freefire-assets/assets/bin/Data/level46	GameObject	1906	IIV_GP_StoneLamp001_Collider002
input/freefire-assets/assets/bin/Data/level46	GameObject	1907	IIV_GP_WoodLamp001_Collider034
input/freefire-assets/assets/bin/Data/level46	GameObject	1908	IIV_GP_WoodLamp001_Collider034
input/freefire-assets/assets/bin/Data/level46	GameObject	1909	IIV_GP_WoodLamp001_Collider034
input/freefire-assets/assets/bin/Data/level46	GameObject	1910	IIV_GP_StoneLamp001_Collider009
input/freefire-assets/assets/bin/Data/level46	GameObject	1913	IIV_GP_StoneLamp001_Collider054
input/freefire-assets/assets/bin/Data/level46	GameObject	1914	IIV_GP_StoneLamp001_Collider051
input/freefire-assets/assets/bin/Data/level46	GameObject	1915	IIV_GP_StoneLamp001_Collider052
input/freefire-assets/assets/bin/Data/level46	GameObject	1916	IIV_GP_StoneLamp001_Collider060
input/freefire-assets/assets/bin/Data/level46	GameObject	1917	IIV_GP_StoneLamp001_Collider059
input/freefire-assets/assets/bin/Data/level46	GameObject	1918	IIV_GP_StoneLamp001_Collider050
input/freefire-assets/assets/bin/Data/level46	GameObject	1919	IIV_GP_StoneLamp001_Collider057
input/freefire-assets/assets/bin/Data/level46	GameObject	1920	IIV_GP_StoneLamp001_Collider061
input/freefire-assets/assets/bin/Data/level46	GameObject	1921	IIV_GP_StoneLamp001_Collider055
input/freefire-assets/assets/bin/Data/level46	GameObject	1922	IIV_GP_StoneLamp001_Collider053
input/freefire-assets/assets/bin/Data/level46	GameObject	1923	IIV_GP_StoneLamp001_Collider058
input/freefire-assets/assets/bin/Data/level46	GameObject	1924	IIV_GP_StoneLamp001_Collider056
input/freefire-assets/assets/bin/Data/level46	GameObject	1925	IIV_GP_WoodLamp001_Collider032
input/freefire-assets/assets/bin/Data/level46	GameObject	1926	IIV_GP_StoneLamp001_Collider023
input/freefire-assets/assets/bin/Data/level46	GameObject	1927	IIV_GP_Foundation001_Collider120
input/freefire-assets/assets/bin/Data/level46	GameObject	1928	IIV_GP_WoodLamp001_Collider039
input/freefire-assets/assets/bin/Data/level46	GameObject	1929	IIV_GP_WoodLamp001_Collider039
input/freefire-assets/assets/bin/Data/level46	GameObject	1930	IIV_GP_WoodLamp001_Collider039
input/freefire-assets/assets/bin/Data/level46	GameObject	1931	IIV_GP_Foundation001_Collider126
input/freefire-assets/assets/bin/Data/level46	GameObject	1932	IIV_GP_StoneLamp001_Collider006
input/freefire-assets/assets/bin/Data/level46	GameObject	1933	IIV_GP_StoneLamp001_Collider016
input/freefire-assets/assets/bin/Data/level46	GameObject	1934	IIV_GP_Flowerbeds002_Collider014
input/freefire-assets/assets/bin/Data/level46	GameObject	1935	IIV_GP_Foundation001_Collider138
input/freefire-assets/assets/bin/Data/level46	GameObject	1936	IIV_GP_WoodLamp001_Collider023
input/freefire-assets/assets/bin/Data/level46	GameObject	1937	IIV_GP_StoneLamp001_Collider031
input/freefire-assets/assets/bin/Data/level46	GameObject	1938	IIV_GP_Flowerbeds002_Collider004
input/freefire-assets/assets/bin/Data/level46	GameObject	1939	IIV_GP_Flowerbeds002_Collider005
input/freefire-assets/assets/bin/Data/level46	GameObject	1941	IIV_GP_WoodLamp001_Collider044
input/freefire-assets/assets/bin/Data/level46	GameObject	1943	IIV_GP_StoneLamp001_Collider014
input/freefire-assets/assets/bin/Data/level46	GameObject	1947	IIV_GP_WoodLamp001_Collider042
input/freefire-assets/assets/bin/Data/level46	GameObject	1948	IIV_GP_WoodLamp001_Collider042
input/freefire-assets/assets/bin/Data/level46	GameObject	1949	IIV_GP_WoodLamp001_Collider042
input/freefire-assets/assets/bin/Data/level46	GameObject	1950	IIV_GP_WoodLamp001_Collider005
input/freefire-assets/assets/bin/Data/level46	GameObject	1951	IIV_GP_WoodLamp001_Collider005
input/freefire-assets/assets/bin/Data/level46	GameObject	1952	IIV_GP_WoodLamp001_Collider005
input/freefire-assets/assets/bin/Data/level46	GameObject	1953	IIV_GP_Flowerbeds001_Collider004
input/freefire-assets/assets/bin/Data/level46	GameObject	1955	IIV_GP_StoneLamp001_Collider019
input/freefire-assets/assets/bin/Data/level46	GameObject	1956	IIV_GP_WoodLamp001_Collider041
input/freefire-assets/assets/bin/Data/level46	GameObject	1957	IIV_GP_WoodLamp001_Collider041
input/freefire-assets/assets/bin/Data/level46	GameObject	1958	IIV_GP_WoodLamp001_Collider041
input/freefire-assets/assets/bin/Data/level46	GameObject	1959	IIV_GP_WoodLamp001_Collider054
input/freefire-assets/assets/bin/Data/level46	GameObject	1960	IIV_GP_WoodLamp001_Collider054
input/freefire-assets/assets/bin/Data/level46	GameObject	1961	IIV_GP_WoodLamp001_Collider054
input/freefire-assets/assets/bin/Data/level46	GameObject	1962	IIV_GP_WoodLamp001_Collider025
input/freefire-assets/assets/bin/Data/level46	GameObject	1963	IIV_GP_WoodLamp001_Collider060
input/freefire-assets/assets/bin/Data/level46	GameObject	1964	IIV_GP_WoodLamp001_Collider060
input/freefire-assets/assets/bin/Data/level46	GameObject	1965	IIV_GP_WoodLamp001_Collider060
input/freefire-assets/assets/bin/Data/level46	GameObject	1966	IIV_GP_Foundation001_Collider081
input/freefire-assets/assets/bin/Data/level46	GameObject	1970	IIV_GP_WoodLamp001_Collider059
input/freefire-assets/assets/bin/Data/level46	GameObject	1971	IIV_GP_WoodLamp001_Collider059
input/freefire-assets/assets/bin/Data/level46	GameObject	1972	IIV_GP_WoodLamp001_Collider059
input/freefire-assets/assets/bin/Data/level46	GameObject	1973	IIV_GP_Foundation001_Collider012
input/freefire-assets/assets/bin/Data/level46	GameObject	1974	IIV_GP_StoneLamp001_Collider010
input/freefire-assets/assets/bin/Data/level46	GameObject	1975	IIV_GP_Foundation001_Collider128
input/freefire-assets/assets/bin/Data/level46	GameObject	1976	IIV_GP_Foundation001_Collider108
input/freefire-assets/assets/bin/Data/level46	GameObject	1977	IIV_GP_Foundation001_Collider129
input/freefire-assets/assets/bin/Data/level46	GameObject	1978	IIV_GP_Flowerbeds002_Collider012
input/freefire-assets/assets/bin/Data/level46	GameObject	1980	IIV_GP_Foundation001_Collider139
input/freefire-assets/assets/bin/Data/level46	GameObject	1982	IIV_GP_WoodLamp001_Collider043
input/freefire-assets/assets/bin/Data/level46	GameObject	1984	IIV_GP_WoodLamp001_Collider051
input/freefire-assets/assets/bin/Data/level46	GameObject	1985	IIV_GP_WoodLamp001_Collider030
input/freefire-assets/assets/bin/Data/level46	GameObject	1986	IIV_GP_Flowerbeds002_Collider017
input/freefire-assets/assets/bin/Data/level46	GameObject	1987	IIV_GP_WoodLamp001_Collider009
input/freefire-assets/assets/bin/Data/level46	GameObject	1988	IIV_GP_WoodLamp001_Collider009
input/freefire-assets/assets/bin/Data/level46	GameObject	1989	IIV_GP_WoodLamp001_Collider009
input/freefire-assets/assets/bin/Data/level46	GameObject	1990	IIV_GP_StoneLamp001_Collider023
input/freefire-assets/assets/bin/Data/level46	GameObject	1993	IIV_GP_StoneLamp001_Collider013
input/freefire-assets/assets/bin/Data/level46	GameObject	1994	IIV_GP_StoneLamp001_Collider057
input/freefire-assets/assets/bin/Data/level46	GameObject	1995	IIV_GP_StoneLamp001_Collider061
input/freefire-assets/assets/bin/Data/level46	GameObject	1996	IIV_GP_StoneLamp001_Collider055
input/freefire-assets/assets/bin/Data/level46	GameObject	1997	IIV_GP_StoneLamp001_Collider050
input/freefire-assets/assets/bin/Data/level46	GameObject	1998	IIV_GP_StoneLamp001_Collider056
input/freefire-assets/assets/bin/Data/level46	GameObject	1999	IIV_GP_StoneLamp001_Collider058
input/freefire-assets/assets/bin/Data/level46	GameObject	2000	IIV_GP_StoneLamp001_Collider053
input/freefire-assets/assets/bin/Data/level46	GameObject	2001	IIV_GP_StoneLamp001_Collider060
input/freefire-assets/assets/bin/Data/level46	GameObject	2002	IIV_GP_StoneLamp001_Collider052
input/freefire-assets/assets/bin/Data/level46	GameObject	2003	IIV_GP_StoneLamp001_Collider054
input/freefire-assets/assets/bin/Data/level46	GameObject	2004	IIV_GP_StoneLamp001_Collider051
input/freefire-assets/assets/bin/Data/level46	GameObject	2005	IIV_GP_StoneLamp001_Collider059
input/freefire-assets/assets/bin/Data/level46	GameObject	2007	IIV_GP_StoneLamp001_Collider009
input/freefire-assets/assets/bin/Data/level46	GameObject	2008	IIV_GP_Flowerbeds002_Collider019
input/freefire-assets/assets/bin/Data/level46	GameObject	2009	IIV_GP_StoneLamp001_Collider002
input/freefire-assets/assets/bin/Data/level46	GameObject	2010	IIV_GP_StoneLamp001_Collider033
input/freefire-assets/assets/bin/Data/level46	GameObject	2012	IIV_GP_StoneLamp001_Collider032
input/freefire-assets/assets/bin/Data/level46	GameObject	2013	IIV_GP_WoodLamp001_Collider033
input/freefire-assets/assets/bin/Data/level46	GameObject	2014	IIV_GP_StoneLamp001_Collider016
input/freefire-assets/assets/bin/Data/level46	GameObject	2016	IIV_GP_WoodLamp001_Collider014
input/freefire-assets/assets/bin/Data/level46	GameObject	2017	IIV_GP_WoodLamp001_Collider014
input/freefire-assets/assets/bin/Data/level46	GameObject	2018	IIV_GP_WoodLamp001_Collider014
input/freefire-assets/assets/bin/Data/level46	GameObject	2019	IIV_GP_WoodLamp001_Collider018
input/freefire-assets/assets/bin/Data/level46	GameObject	2021	IIV_GP_StoneLamp001_Collider028
input/freefire-assets/assets/bin/Data/level46	GameObject	2022	IIV_GP_WoodLamp001_Collider001
input/freefire-assets/assets/bin/Data/level46	GameObject	2026	IIV_GP_WoodLamp001_Collider027
input/freefire-assets/assets/bin/Data/level46	GameObject	2027	IIV_GP_StoneLamp001_Collider020
